Row,Unit,Module,Question,Explanation,Problem Name,Step Name,Input
17825,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He was the first scientist to understand how specific traits were inherited from one generation to the next.
86605,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,First person to use true breeding on plants and mated them allowing the follow of outcomes of offspring.
48855,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,"He was the first to use ""true breeding"" in plants and follow the outcomes of the offspring."
38821,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,"Mendel showed that the inheritance of traits follows particular laws, which were later named after him."
12480,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,chose to study variation in plants in his monastery's 2 hectares (4.9 acres) experimental garden.
85668,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He tested the genetics of a true breeding and he looked at traits.
14286,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,made an experiment that showed the inheritance of certain traits in pea plants.
33536,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,medal discovered the basic principles of hereditary through experiments in his monastery's garden.
50613,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,Mendel identified the predictive power of inheritance by using pea plants.
24280,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,Mendel produced an experiment expressing the passing of genes through generations.
75037,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,for his study of the inheritance of traits in pea plants
47995,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,Mendel set out to understand inheritance by breeding pea plants.
40333,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He study how genetics works by testing on pea plants
74527,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,he studied the inheritance of traits in pea plants.
74415,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He founded true breeding by experimenting with pea plants.
60060,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He created the law of segregation and genetics theory
55550,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,study of inheritance of traits in pea plants
107275,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He determined the reason and explanation of genes.
66592,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,Crossed peas to prove blending in genetics.
23927,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,He discovered the basic principles of heredity.
72853,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,Tested genetics on the pea plant!
13862,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,crossed purple and white flowers
8226,_u870_classical_genetics,_m1_Heredity,"What did Mendel do that led him to be called the “Father of Modern Genetics?""","Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",genetics_heredity_mendells_contribution_SC,g1_qsub_0 UpdateShortAnswer,created the Punnett square
