Unit,Module,Filename,Problem Name,Question,Question ID,Step ID,Explanation,extracted_qid,Step Name,Selection,Level (Unit),Level (Module),CF (oli:resourceType),CF (oli:purpose),step_index,gpt-4o-mini_meta_knowledge
_u810_BioChemistry,_m4_amino_acids_proteins,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u810_BioChemistry/_m4_amino_acids_proteins/x-oli-inline-assessment/_m4_peptide_denature_LBD.xml,_m4_peptide_denature_LBD,Can you think of an example of protein denaturation that often occurs when making breakfast?,73799428376.0,q2,"When you cook an egg, the proteins in the egg white denature and aggregate. This transforms the transparent egg fluid into a white solid.",q2,q2_A UpdateShortAnswer,q2_A,Biological Macromolecules,Proteins,x-oli-inline-assessment,learnbydoing,0,"1. **All proteins denature at the same temperature**: Many students believe that all proteins will denature at the same temperature, but in reality, different proteins have varying thermal stability, and the temperature at which they denature can differ significantly.

2. **Denaturation means the protein is destroyed**: Some students may think that when a protein denatures, it is permanently destroyed or can't be used again. However, denaturation can be reversible for some proteins under certain conditions, meaning they can refold into their functional form.

3. **Denaturation only occurs with heat**: While heat is a common cause of denaturation, students might not realize that other factors like pH changes, salt concentration, or mechanical agitation can also lead to denaturation.

4. **All denatured proteins have the same properties**: Students might assume that once proteins are denatured, they all exhibit the same physical and chemical properties (e.g., texture, solubility), when in fact different proteins have specific characteristics that change upon denaturation.

5. **Denaturation is always harmful**: Some might think that protein denaturation is always negative, failing to recognize that it can be a necessary and beneficial process in cooking, such as when eggs firm up during cooking or when meat becomes tender."
No Unit,No Module,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/x-oli-inline-assessment/activetransport1_response.xml,activetransport1_response,"To make the lumen of the lysosome (the part enclosed by the lysosomal membrane) more acidic than the cytoplasm, in which direction would protons need to flow? Why?",38547917300.0,activetransport1_q1,"Protons would have to flow inwards, since a more acidic environment indicates a higher proton (hydrogen ion) concentration.",q1,activetransport1_q1_activetransport1_a1 UpdateShortAnswer,activetransport1_q1_activetransport1_a1,The Cell,Membrane Transport,x-oli-inline-assessment,didigetthis,0,"1. **Misconception about Proton Flow Direction**: Students may believe that protons (H⁺ ions) flow into the cytoplasm from the lysosome to increase acidity, instead of understanding that protons must flow into the lysosome from the cytoplasm to lower the pH inside the lysosome.

2. **Misunderstanding pH and Concentration**: Some students might think that a higher concentration of protons is synonymous with a higher pH, not realizing that increased proton concentration actually results in a lower (more acidic) pH.

3. **Confusion about Membrane Permeability**: There may be a notion that protons can freely diffuse across the lysosomal membrane due to their small size, ignoring the fact that charged ions like protons require specific transport proteins to move across lipid membranes.

4. **Assumption of Equal Proton Distribution**: Students may incorrectly assume that if a compartment is more acidic, it means that protons are evenly distributed throughout, rather than recognizing that the active transport of protons creates a concentration gradient.

5. **Simplistic View of Acidic Environment**: Many students may think that acidity is merely the result of a fixed amount of protons and overlook the role of cellular mechanisms like the ATP-driven proton pumps that actively transport protons into the lysosome to maintain its acidic environment."
No Unit,No Module,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/x-oli-inline-assessment/activetransport2_response.xml,activetransport2_response,Why does the process described in the last question need to be a continuous process? Why doesn’t the process just stop once the correct pH in the lumen is reached?,3367905386.0,activetransport2_q1,"Protons, although charged, can leak back through the membrane. In addition, negatively charged molecules in the lumen can become protonated and shuttle the protons across the membrane in their neutral form.",q1,activetransport2_q1_activetransport2_a1 UpdateShortAnswer,activetransport2_q1_activetransport2_a1,The Cell,Membrane Transport,x-oli-inline-assessment,didigetthis,0,"1. **Misconception about equilibrium**: Students may believe that once the correct pH is reached, the system will naturally remain in that state without further adjustments. They might think the process can simply ""maintain itself,"" not realizing that biological systems constantly face fluctuations and require continuous regulation.

2. **Misconception about end-products**: Some students might think that reaching the desired pH means the process is complete, not understanding that maintaining this state is crucial for ongoing biochemical reactions that require constant adjustments in response to changes in the environment or metabolic activity.

3. **Misconception about enzymatic activity**: Students may think that enzymes will function optimally forever once the ideal pH is achieved. They might not recognize that enzymes are sensitive to environmental changes and that continuous regulation of pH is necessary to ensure they remain active and functional.

4. **Misconception about feedback mechanisms**: There is a tendency for students to overlook the importance of feedback mechanisms in biological systems. They might assume that processes can run without any interventions or adjustments and fail to understand that feedback plays a crucial role in maintaining homeostasis.

5. **Misconception about single-point regulation**: Some students may believe that only one mechanism or component is responsible for regulating pH, leading them to think that once the correct pH is achieved, no further action is needed. They might not appreciate the complexity and interplay of multiple systems and factors that contribute to continuous pH regulation."
_u810_BioChemistry,_m1_Atoms_Bonding_and_Water,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u810_BioChemistry/_m1_Atoms_Bonding_and_Water/x-oli-inline-assessment/biochem_bonding_saltwater_submit_DIGT.xml,biochem_bonding_saltwater_submit_DIGT,Ionic compounds dissolve and ionic bonds are broken in water. Why do you think water can separate ions and break ionic bonds?,19070469491.0,q1,"Ionic bonds involve charges interacting with each other. If water is added to an ionic compound (such as NaCl), the positively charged Na atoms are surrounded by water molecules with the oxygen (which have a slight negative charge) closest to the Na + . The negatively charged Cl is also surrounded by water molecules. In this case, the hydrogen atoms (which have a slight positive charge) are closest to the Cl - The water molecules surround each ion and disrupt the ionic bonds in this way.",q1,q1_a1 UpdateShortAnswer,q1_a1,Introduction to Chemistry,Chemical Bonds,x-oli-inline-assessment,didigetthis,0,"1. **Ionic Bonds Are Weak in Water:** Students often believe that ionic bonds are inherently weak and break easily in water, failing to recognize that while water can separate ions, the ionic bonds themselves are quite strong in a dry state.

2. **Water Reacts with Ions to Break Ionic Bonds:** Some students might think that water chemically reacts with the ions to break the ionic bonds, rather than understanding that water simply surrounds the ions and stabilizes them through electrostatic interactions.

3. **Only Polar Solvents Can Dissolve Ionic Compounds:** There may be a misconception that only polar solvents can dissolve ionic compounds, neglecting the fact that other factors, like temperature and concentration, also play significant roles in solubility.

4. **Dissolution Means Ionic Bonds Are Broken:** Students might confuse the process of dissolution with bond breaking, assuming that ionic bonds are completely ""broken"" in the sense that the ions no longer exist as individual entities, overlooking that the ions still retain their identity once separated. 

5. **All Ionic Compounds Dissolve in Water:** A common misunderstanding is that all ionic compounds are soluble in water, when in reality, some ionic compounds are insoluble or only sparingly soluble due to lattice energy and other interactions that outweigh the solvation energy provided by water molecules."
_u810_BioChemistry,_m3_carbohydrates,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u810_BioChemistry/_m3_carbohydrates/x-oli-inline-assessment/biochem_org_intro_properties_DIGT.xml,biochem_org_intro_properties_DIGT,Examine the molecule below. It is found in scorpion venom. Is it organic? How do you know?,42585494889.0,q3,"Yes, it is organic. There are many rings and chains of carbon atoms and there are dozens of C-H bonds. The smaller repeated units (rings, chains) are strung together to make a large, complex molecule. Also, the fact that this molecule is made by a living thing (a scorpion) is another clue that it is an organic molecule. Keep in mind, however, that not all organic molecules are produced by living things.",q3,q3_a1 UpdateShortAnswer,q3_a1,Biological Macromolecules,Introduction to Organic Molecules,x-oli-inline-assessment,learnbydoing,0,"1. **Organic vs. Inorganic**: A common misconception is that all substances containing carbon are organic. Students may not realize that organic molecules must also have hydrogen and that specific structural features are typically associated with organic compounds.

2. **Venom Composition**: Some students might believe that all venoms are entirely made up of proteins or peptides. They may not realize that venoms can contain a variety of organic compounds including small molecules, lipids, and nucleic acids, in addition to proteins.

3. **Definition of Organic Chemistry**: A misconception exists that organic chemistry only pertains to compounds derived from living organisms. Students may overlook the fact that synthetic organic compounds, which are not found in nature, are also included in the study of organic chemistry.

4. **State of Matter**: Students may incorrectly associate organic compounds strictly with solids or liquids, failing to recognize that many organic substances can also be gases at room temperature, like certain hydrocarbons and alcohols.

5. **Complexity**: There is a misunderstanding that all organic molecules must be large and complex. Many organic compounds can be small and relatively simple, such as methane (CH₄) or ethanol (C₂H₅OH), leading students to mistakenly categorize smaller organic molecules as inorganic."
_u810_BioChemistry,_m2_equilib_pH,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u810_BioChemistry/_m2_equilib_pH/x-oli-inline-assessment/biochem_ph_why_buffers_submit_DIGT.xml,biochem_ph_why_buffers_submit_DIGT,Are buffers an unlimited guarantee that the pH of a solution will remain in a narrow range?,96105449322.0,q1,"No, they only can deal with a limited quantity of acid or base. If acid or base is continuously added to a buffered solution, eventually the buffering capacity will be used up. The buffer will not be able to absorb or donate any more hydrogen ions, and the solution’s pH will start to change quickly if even more acid or base is added.",q1,q1_a1 UpdateShortAnswer,q1_a1,Introduction to Chemistry,Acids and Bases,x-oli-inline-assessment,didigetthis,0,"1. **Buffers Can Completely Prevent pH Changes**: Many students believe that buffers can entirely prevent any change in pH, when in reality, buffers only resist changes and can be overwhelmed by strong acids or bases, leading to significant pH shifts.

2. **All Buffers Have the Same Capacity**: There is a misconception that all buffers have the same ability to maintain a stable pH. In fact, different buffer systems have different capacities based on their concentrations and the specific acid-base pairs involved.

3. **pH Can Never Exceed the Buffering Range**: Students often think that the pH of a buffered solution will always remain within the pH range of the buffer components. However, if the buffer is subjected to extreme levels of acids or bases, the pH can fall outside this range.

4. **Buffers Only Work at Neutral pH**: Some students may think that buffers are only effective at or around a neutral pH (7), whereas buffers can be formulated to be effective at a wide range of pH levels depending on the acid and conjugate base they contain.

5. **A Higher Buffer Concentration Always Means a Better Buffer**: There is a misunderstanding that increasing the concentration of a buffer will always enhance its ability to maintain pH. While higher concentrations can increase buffering capacity, it's also important to consider the specific pKa values of the buffering components in relation to the desired pH range."
_u810_BioChemistry,_m2_equilib_pH,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u810_BioChemistry/_m2_equilib_pH/x-oli-inline-assessment/biochem_whypH_acid_DIGT.xml,biochem_whypH_acid_DIGT,Why is pH regulated in your body? How is the pH of your blood regulated?,15433190526.0,q3,"Cells and living organisms can only function and survive in a very limited pH range. If pH is disrupted, the chemical reactions that enable life stop working. It is therefore an essential part of homeostasis to maintain the appropriate pH balance within a cell/organism. In diabetic ketoacidosis, a wide range of health problems and even death can result due to disruption of the body’s pH. In healthy people, blood pH is regulated partly through the action of a buffer (bicarbonate).",q3,q3_a3 UpdateShortAnswer,q3_a3,Introduction to Chemistry,Acids and Bases,x-oli-inline-assessment,didigetthis,0,"1. **Misconception about pH being solely related to acidity or alkalinity**: Many students might think that pH only indicates whether a solution is acidic or basic, without understanding that it is a measure of hydrogen ion concentration and its importance in maintaining biochemical processes and enzyme function.

2. **Misconception that blood pH is static**: Students sometimes believe that blood pH remains constant and does not change. In reality, blood pH can fluctuate within a narrow range due to various physiological processes and environmental factors, and tight regulation is necessary for health.

3. **Misconception that diet has no impact on blood pH**: Some students may think that what they eat doesn’t affect their blood pH. However, diet can influence the body’s acid-base balance and affect how the kidneys and lungs work in regulating pH.

4. **Misconception that pH regulation is only managed by the kidneys**: Students might believe that the kidneys are the only organs responsible for regulating blood pH. In fact, both the lungs (through carbon dioxide levels) and the kidneys play essential roles in maintaining acid-base balance.

5. **Misconception that a more basic pH is always better for health**: Some might assume that having a higher (more basic) pH is always healthier, not realizing that both acidosis (low pH) and alkalosis (high pH) can lead to serious health issues and that the body requires a very specific range for optimal function."
_u870_classical_genetics,_m1_Heredity,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u870_classical_genetics/_m1_Heredity/x-oli-inline-assessment/genetics_heredity_mendells_contribution_SC.xml,genetics_heredity_mendells_contribution_SC,"What did Mendel do that led him to be called the “Father of Modern Genetics?""",46365453285.0,g1,"Mendel was the first person to use “true breeding” plants, manually mate them, and follow the outcomes of offspring. What made Mendel’s experiments successful where others failed, was that he used only plants with true breeding traits, he looked at a limited number of traits, and each trait he studied only has two forms or phenotypes (purple or white flowers, smooth or wrinkles peas, etc.). By counting the number of offspring plants from his crosses that expressed each trait, he was able to determine which trait pair was stronger (dominant) and which was weaker (recessive). After repeated matings and evaluating his data he was then able to predict the outcomes of matings between plants. Because he was the first scientist to really understand how specific traits were inherited from one generation to the next, he has been dubbed the “Father of Modern Genetics”. He laid the ground work for the field of genetics as we know it today.",,g1_qsub_0 UpdateShortAnswer,g1_qsub_0,Classical Genetics,Heredity,x-oli-inline-assessment,didigetthis,0,"1. **Mendel discovered DNA**: Many students believe that Mendel was the first to discover DNA or understand its structure, when in fact his work focused on understanding inheritance patterns without contemporary knowledge of DNA.

2. **Mendel’s work applied only to pea plants**: While Mendel is famous for his experiments with pea plants, students may think his principles apply exclusively to this species and not to other organisms or traits, overlooking the broader implications of his findings.

3. **Mendel believed in blending inheritance**: Some students might mistakenly think that Mendel supported the idea that offspring are a blend of parental traits, whereas his experiments demonstrated the concept of discrete inheritance through dominant and recessive alleles.

4. **Genetics was well understood before Mendel’s time**: There may be a misconception that genetics was a well-established field before Mendel, when in reality, he was pioneering in his methodical approach to studying inheritance.

5. **Mendel’s ideas were widely accepted during his lifetime**: Students might assume that Mendel's findings were recognized and accepted during his life. In reality, his work went largely unnoticed for decades until it was rediscovered and appreciated in the early 20th century."
_u870_classical_genetics,_m2_Human_Inheritance,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u870_classical_genetics/_m2_Human_Inheritance/x-oli-inline-assessment/genetics_human_fruit_fly_experiment.xml,genetics_human_fruit_fly_experiment,"To practice the concept of sex-linked traits, let's call the normal X chromosome, X How can you figure out whether a red-eyed female is homozygous or heterozygous for the red allele? +; and, let's indicate the sex chromosome with the white-eyed phenotype, XW. A true-bred red-eyed female will have the genotype, X+X+. A white-eyed male would have the genotype, XWY.",57295617583.0,q1,"Look at the results of a cross between a red-eyed female and a white-eyed male, and then work backward to determine their original genotypes. Use the options X + , X W , and Y to form gametes and the resulting genotypes that match the phenotype.",q1,q1_A UpdateShortAnswer,q1_A,Classical Genetics,Human Inheritance,x-oli-inline-assessment,learnbydoing,0,"1. **Assuming that females can only express one allele**: Students may believe that females, having two X chromosomes, will only express the dominant allele and that they can't be heterozygous if they show a dominant phenotype.

2. **Misunderstanding the role of X-linked genes in males**: Some students might mistakenly think that males can be homozygous for X-linked traits, not realizing they have only one X chromosome and hence can only express one allele.

3. **Confusing dominant and recessive phenotypes**: Students may not fully understand that red eyes can be a dominant trait while white eyes are recessive, leading them to incorrectly infer the genotypes of different individuals based solely on phenotypes.

4. **Overlooking the importance of the Y chromosome**: Some students might think the Y chromosome has a significant role in determining traits like eye color, despite it not carrying the genes for X-linked traits, leading to confusion about male genotypes.

5. **Believing that all traits are autosomal**: Students might incorrectly assume that all traits are determined by autosomal chromosomes (non-sex chromosomes) and fail to recognize that some traits, like eye color in this case, are inherited through sex-linked mechanisms."
_u870_classical_genetics,_m2_Human_Inheritance,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u870_classical_genetics/_m2_Human_Inheritance/x-oli-inline-assessment/genetics_inheritance_huntington.xml,genetics_inheritance_huntington,Symptoms of Huntington’s disease generally begin manifesting during an individual's mid-30's and result in a slow deterioration. How can a lethal dominant gene be passed to the next generation?,17202883323.0,q2,This gene is passed to the next generation because it does not affect the individual until after reproductive age.,q2,q2_A UpdateShortAnswer,q2_A,Classical Genetics,Human Inheritance,x-oli-inline-assessment,didigetthis,0,"1. **Misconception about Dominance in Genetics**: Students might believe that dominant genes cannot be passed down if the individual showing the dominant trait is affected by a genetic disorder. However, a dominant gene, such as the one that causes Huntington’s disease, can still be inherited by offspring even if the parent is symptomatic.

2. **Misconception about Age of Onset**: Some students may think that if a parent does not show symptoms of a genetic disorder like Huntington's disease by a certain age, they cannot pass the gene to their children. In reality, many dominant genetic disorders have late onset, meaning symptoms may not appear until later in life, but the gene can still be inherited by the next generation.

3. **Misconception about Genetic Disorders and Vitality**: Students might wrongly assume that individuals with lethal dominant genes cannot lead a normal life or reproduce. In the case of Huntington's disease, individuals often live for years without significant impairment and may have children before the onset of symptoms.

4. **Misconception about Complete Penetrance**: Many students may believe that all individuals carrying a dominant allele will express the associated trait or disorder. However, some dominant traits exhibit incomplete penetrance, where not everyone who inherits the gene will develop the disease.

5. **Misconception about Recessive Genes**: There is often a misunderstanding that dominant disorders are worse or more lethal than recessive disorders. While dominant disorders like Huntington's can lead to severe outcomes, this does not imply that all recessive disorders are less serious; many can cause significant health issues as well."
No Unit,No Module,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/x-oli-inline-assessment/inline_anabolic_reactions_energy_source_SC.xml,inline_anabolic_reactions_energy_source_SC,Anabolic reactions require ATP. But it takes energy to make ATP. Where does the energy for ATP synthesis come from?,81983833515.0,q1_atp_energy_source,Energy is often harvested from a catabolic reactions to make ATP. Cellular respiration is the most common and important pathway for ATP production. Energy stored in the bonds of glucose is harvested when sugar is broken down and that energy is used to make ATP.,q1,q1_atp_energy_source_A UpdateShortAnswer,q1_atp_energy_source_A,Metabolism,Energy,x-oli-inline-assessment,didigetthis,0,"1. **Misconception: ATP is produced from the breakdown of carbohydrates only.**  
   Many students believe that ATP can only be synthesized through the breakdown of carbohydrates, ignoring that lipids and proteins can also be used as energy sources in cellular respiration.

2. **Misconception: Energy comes from ATP itself.**  
   Some students may think that the energy for ATP synthesis comes directly from ATP molecules, rather than understanding that energy is obtained from the oxidation of food or the light in photosynthesis.

3. **Misconception: ATP synthesis occurs only in the presence of oxygen.**  
   Students often think that ATP can only be synthesized when oxygen is present, neglecting the fact that anaerobic processes also generate ATP, such as in fermentation.

4. **Misconception: All energy needed for anabolic reactions comes from ATP directly.**  
   Some may believe that all the energy for anabolic reactions is derived solely from ATP without recognizing other high-energy intermediates and electron carriers (like NADPH) involved in metabolic pathways.

5. **Misconception: ATP is an energy storage molecule.**  
   Many students might view ATP purely as a storage molecule for energy, without understanding that it is more accurately described as an energy currency that is quickly synthesized and consumed within the cell."
_u800_Bio_Intro,_m1_intro-to-biology,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u800_Bio_Intro/_m1_intro-to-biology/x-oli-inline-assessment/inline_bio_intro_virus_abiotic_DIGT.xml,inline_bio_intro_virus_abiotic_DIGT,Are viruses alive? Explain why you think viruses are alive or not.,19780966377.0,q1_are_viruses_alive,"Viruses lack some of the characteristics of life. For example, they do not directly use raw materials to replicate, and they don’t grow at all. They also are not composed of cells. Because there are some characteristics of life they don’t possess, viruses are generally not considered to be alive.",q1,q1_are_viruses_alive_A UpdateShortAnswer,q1_are_viruses_alive_A,Biology: The Science of Life,Introduction to Biology,x-oli-inline-assessment,didigetthis,0,"1. **Viruses are cells**: Many students may mistakenly believe that viruses are a type of cell. In reality, viruses are much simpler; they do not have cellular structures and cannot perform metabolic processes on their own.

2. **Viruses can reproduce independently**: Some students might think that viruses can replicate on their own, just like living organisms. However, viruses can only reproduce by hijacking a host cell's machinery, which is a key factor in the debate about whether they are truly ""alive.""

3. **All biological entities are alive**: Students may assume that anything that interacts with biological systems, like viruses, must be considered alive. This misunderstanding overlooks the criteria of life, such as the ability to metabolize and self-reproduce without a host.

4. **Viruses have a form of life**: Some students might believe that viruses have their own form of life or a unique type of metabolism. However, viruses lack the necessary components to carry out life processes independently, which leads to confusion about their status as living entities.

5. **Bacteria and viruses are the same**: A common misconception is that viruses and bacteria are the same type of pathogens. In truth, bacteria are single-celled organisms that can live and reproduce independently, while viruses require a host cell for replication and are fundamentally different in structure and function."
_u820_the_cell,_m3_cell_replication,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u820_the_cell/_m3_cell_replication/x-oli-inline-assessment/inline_cell_repl_mitosis_function.xml,inline_cell_repl_mitosis_function,What role does mitosis play in the overall cell cycle?,91470037043.0,q1,"Mitosis is the process of dividing a parent cell into two genetically identical daughter cells. DNA in the nucleus, which contains the genetic information, is first duplicated and condensed into tightly packed thread-like structures called chromosomes. During the four phases of mitosis, the nucleus is separated and divided into two identical daughter nuclei. Each daughter nuclei contains the same genetic material as the parental cell.",q1,q1_A UpdateShortAnswer,q1_A,Cell Division,Mitosis,x-oli-inline-assessment,learnbydoing,0,"1. **Mitosis is the same as the cell cycle**: Many students mistakenly believe that mitosis is synonymous with the entire cell cycle, not realizing that it is just one phase (the M phase) that occurs within a larger sequence of events including interphase (G1, S, and G2 phases).

2. **Mitosis occurs continuously**: Some students think that mitosis happens all the time in all cells. In reality, mitosis only occurs in specific types of cells and at certain times depending on the organism's growth and repair needs.

3. **All cells divide by mitosis**: There is a misconception that all cells undergo mitosis. However, some cells, like neurons and certain muscle cells, may enter a terminal phase known as G0 where they do not divide.

4. **Mitochondria are produced during mitosis**: Students may incorrectly believe that organelles like mitochondria are created during mitosis. In fact, mitochondria are replicated during the interphase before mitosis begins.

5. **Mitosis is the only way cells reproduce**: Some students think that mitosis is the only method of cell reproduction. They may not understand that other processes, such as meiosis (which occurs in the production of gametes), exist and serve different purposes in the life cycle of organisms."
_u800_Bio_Intro,_m2_science_method,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u800_Bio_Intro/_m2_science_method/x-oli-inline-assessment/inline_experiment_results_significance_DIGT.xml,inline_experiment_results_significance_DIGT,"Researchers reported significant results from the HPV vaccine experiment. If the results had NOT been significant, what would this mean?",87351504126.0,q1,"If the results from this experiment were not significant, it would mean that the number of women who did not get HPV after being vaccinated was the same number that would be seen just from random chance.",q1,q1_A UpdateShortAnswer,q1_A,Biology: The Science of Life,Scientific Inquiry,x-oli-inline-assessment,didigetthis,0,"1. **Misconception about Statistical Significance**: Students might mistakenly believe that ""not significant"" means that there is no effect at all, when in fact it just means that the study did not find strong enough evidence to conclude that there is a significant effect of the HPV vaccine.

2. **Misconception about Sample Size**: Some students may think that a lack of significant results indicates the sample size was too small, while in truth, the results could still be non-significant even with an adequately powered sample if the actual effect is minimal or non-existent.

3. **Misconception of Absolute Certainty**: Students might assume that significant results prove that the hypothesis is true, while non-significant results prove it is false. However, statistical testing only provides evidence for or against the null hypothesis, and this does not confirm absolute truths.

4. **Misconception about P-values**: Many students confuse the p-value with the probability of the hypothesis being true or false. A non-significant p-value does not mean that the effect does not exist but indicates that the evidence was insufficient to reject the null hypothesis at the chosen significance level.

5. **Misconception about Research Validity**: Students may think that if results are not significant, the research itself is flawed or untrustworthy. In reality, non-significant results are a valid outcome and often provide important information for future research directions or for understanding the complexities of real-world data."
No Unit,No Module,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/x-oli-inline-assessment/inline_janes_cholesterol_levels_sc.xml,inline_janes_cholesterol_levels_sc,"Jane has a family history of heart disease and decides to have her cholesterol levels checked. Her levels are 157 for LDL and 47 for HDL. Based on this chart and information from this module, what would you recommend Jane do?",40104325859.0,q1_cholesterol_levels_findings,"Jane’s LDL is “borderline high,” but is VERY close to being “high.” In addition, her HDL levels are “poor.” Jane should reduce her intake of saturated and trans fats and increase her intake of unsaturated fats. She may also benefit from eating more dietary fiber and exercising more.",q1,q1_cholesterol_levels_findings_A UpdateShortAnswer,q1_cholesterol_levels_findings_A,Biological Macromolecules,Lipids,x-oli-inline-assessment,learnbydoing,0,"1. **Lower LDL is Always Better**: Many students might think that any level of LDL is bad and should be as low as possible. They may not realize that there is an optimal range for LDL and that values should be interpreted in the context of individual risk factors and other cholesterol levels.

2. **High HDL is Unconditionally Good**: Some students might believe that having high HDL (good cholesterol) means one is entirely protected from heart disease, not considering that the overall lifestyle and other factors like genetics and inflammation also play significant roles in heart health.

3. **Cholesterol Levels Alone Determine Heart Health**: Students might assume that cholesterol levels are the sole indicators of heart health, ignoring other critical factors such as diet, exercise, blood pressure, smoking status, and family history.

4. **Eating Foods High in Cholesterol Will Directly Raise Blood Cholesterol**: There is a misconception that consuming cholesterol-rich foods (like eggs) will directly raise LDL levels without considering that the body regulates cholesterol production and dietary impacts can vary from person to person.

5. **Exercise Cannot Affect Cholesterol Levels**: Some students may think that no matter what their level of physical activity is, their cholesterol levels will remain the same. They might not understand that regular exercise can positively influence HDL levels and overall cardiovascular health."
_u820_the_cell,_m3_cell_replication,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/_u820_the_cell/_m3_cell_replication/x-oli-inline-assessment/inline_m1_prophase_LBD.xml,inline_m1_prophase_LBD,Explain what happens to the cell during the prophase of cell division.,73583453575.0,q1,The DNA condenses and the nuclear membrane begins to breakdown.,q1,q1_A UpdateShortAnswer,q1_A,Cell Division,Mitosis,x-oli-inline-assessment,learnbydoing,0,"1. **Chromosomes Appear Only in Prophase**: Students may think that chromosomes are only formed during prophase. In reality, chromosomes are present in a less condensed form (chromatin) throughout interphase, but they become visible and organized during prophase.

2. **The Nuclear Envelope Disappears Immediately in Prophase**: Many students believe that the nuclear envelope disappears right at the start of prophase. In actuality, it begins to disintegrate during prophase but may not be fully gone until late prophase.

3. **Spindle Fibers Form from the Nucleus**: Some students might misunderstand where spindle fibers originate from, thinking they come from the nucleus. Instead, spindle fibers are formed from structures called centrosomes that move to opposite poles of the cell.

4. **All Organelles Break Down During Prophase**: A common misconception is that all organelles disappear or break down during prophase. While some organelles, like the nuclear envelope, change form, many other organelles remain intact and functional throughout the process.

5. **Prophase Occurs in Both Mitosis and Meiosis in the Same Way**: Students may assume that prophase is identical in both mitosis and meiosis. However, there are significant differences, particularly in meiosis (e.g., pairing of homologous chromosomes and crossing over), that can lead to confusion regarding the specific events occurring in each type of cell division."
No Unit,No Module,/Users/machi/OLI_Biology_v_1_0/svn.oli.cmu.edu/svn/content/biology/intro_biology/branches/v_1_0/content/x-oli-inline-assessment/inline_metab_high_energy_molecules.xml,inline_metab_high_energy_molecules,What is ATP?,41435991723.0,q3_atp,"ATP (adenosine triphosphate) is a molecule that contains high-energy phosphate bonds, is present in all living cells, and provides energy for many cellular activities.",q3,q3_atp_A UpdateShortAnswer,q3_atp_A,Metabolism,Energy,x-oli-inline-assessment,didigetthis,0,"1. **ATP is a type of carbohydrate**: Students often confuse ATP with carbohydrates and believe it is a form of sugar, rather than understanding that ATP (adenosine triphosphate) is a nucleotide that stores and transfers energy in cells.

2. **ATP is produced only during exercise**: Some learners may think that ATP is only produced when the body is engaging in physical activity, not realizing that ATP is continuously generated in cells through processes like cellular respiration and is necessary for all cellular functions.

3. **All ATP is used immediately**: There's a misconception that ATP has to be used right away and cannot be stored. In reality, cells maintain pools of ATP that can be quickly mobilized for energy needs.

4. **ATP directly powers muscle contraction**: While ATP is essential for muscle contraction, students might misunderstand that ATP does not directly cause contraction; instead, it provides the energy required for ATPase enzymes and other proteins involved in the contraction process.

5. **ATP and ADP are the same**: Students may believe that ATP (adenosine triphosphate) and ADP (adenosine diphosphate) are identical or that they serve the same purpose, without grasping the crucial difference in their energy-carrying capacity and the role of ATP hydrolysis in energy transfer."
